index,num_samples,indices,type
5116,4,"[489, 6700, 5364, 6369]",random
5117,4,"[3006, 451, 2197, 8395]",half_random
5118,4,"[3598, 466, 6781, 7441]",sim_dissim
5119,4,"[5120, 5697, 4918, 4598]",random
5120,4,"[4423, 4164, 4426, 6667]",half_random
5121,4,"[1373, 7444, 5745, 266]",sim_dissim
5122,4,"[345, 4311, 3687, 3969]",random
5123,4,"[415, 592, 5088, 395]",half_random
5124,4,"[3898, 1883, 2516, 5023]",sim_dissim
5125,4,"[4496, 1280, 3430, 3200]",random
5126,4,"[1993, 8085, 3498, 2003]",half_random
5127,4,"[3613, 2722, 3528, 5476]",sim_dissim
5128,4,"[6189, 356, 4690, 6058]",random
5129,4,"[459, 3468, 381, 6554]",half_random
5130,4,"[5290, 959, 2656, 4876]",sim_dissim
5131,4,"[1062, 538, 505, 2263]",random
5132,4,"[2003, 859, 3312, 7349]",half_random
5133,4,"[4874, 5936, 5447, 4083]",sim_dissim
5134,4,"[4650, 8060, 4022, 4238]",random
5135,4,"[3197, 3766, 1636, 7519]",half_random
5136,4,"[4222, 4921, 2156, 3110]",sim_dissim
5137,4,"[5247, 5752, 2500, 6157]",random
5138,4,"[2486, 5475, 7504, 4850]",half_random
5139,4,"[5863, 7622, 5640, 181]",sim_dissim
5140,4,"[1813, 882, 2624, 8159]",random
5141,4,"[7422, 3923, 1188, 3703]",half_random
5142,4,"[4921, 5173, 2521, 2561]",sim_dissim
5143,4,"[3440, 6704, 1944, 6127]",random
5144,4,"[4607, 5521, 5807, 5219]",half_random
5145,4,"[5687, 959, 181, 5555]",sim_dissim
5146,4,"[7326, 2480, 4372, 4898]",random
5147,4,"[7046, 7791, 7805, 7326]",half_random
5148,4,"[1373, 266, 692, 4514]",sim_dissim
5149,4,"[6158, 8261, 1140, 3954]",random
5150,4,"[323, 2460, 4737, 842]",half_random
5151,4,"[7091, 4712, 3428, 181]",sim_dissim
5152,4,"[4980, 2682, 7505, 6023]",random
5153,4,"[1880, 6196, 1855, 5495]",half_random
5154,4,"[4874, 8289, 5924, 4712]",sim_dissim
5155,4,"[4616, 399, 5146, 8288]",random
5156,4,"[5040, 2620, 781, 3399]",half_random
5157,4,"[7110, 2619, 6988, 2463]",sim_dissim
5158,4,"[6148, 648, 8130, 709]",random
5159,4,"[8172, 7370, 7199, 6444]",half_random
5160,4,"[4874, 5924, 4712, 4606]",sim_dissim
5161,4,"[1783, 6975, 227, 6893]",random
5162,4,"[1418, 2846, 244, 6615]",half_random
5163,4,"[4463, 2591, 4874, 2156]",sim_dissim
5164,4,"[5400, 5976, 4213, 2230]",random
5165,4,"[1535, 8159, 4340, 6147]",half_random
5166,4,"[4146, 6175, 4024, 340]",sim_dissim
5167,4,"[2649, 5117, 598, 6876]",random
5168,4,"[6570, 7299, 1886, 5454]",half_random
5169,4,"[5260, 1444, 1472, 3898]",sim_dissim
5170,4,"[4983, 1177, 6421, 3464]",random
5171,4,"[6138, 6919, 2949, 2754]",half_random
5172,4,"[563, 4146, 2270, 1800]",sim_dissim
5173,4,"[653, 788, 2165, 7935]",random
5174,4,"[4536, 621, 1102, 4404]",half_random
5175,4,"[6548, 466, 2095, 5173]",sim_dissim
5176,4,"[3690, 8205, 6706, 6307]",random
5177,4,"[7446, 821, 5900, 546]",half_random
5178,4,"[181, 2156, 4208, 5240]",sim_dissim
5179,4,"[3069, 3320, 3384, 7509]",random
5180,4,"[3291, 654, 1431, 1302]",half_random
5181,4,"[693, 4712, 181, 1916]",sim_dissim
5182,4,"[441, 6935, 3642, 4320]",random
5183,4,"[4881, 3720, 2238, 7992]",half_random
5184,4,"[3110, 3376, 4222, 4874]",sim_dissim
5185,4,"[2474, 6363, 8179, 347]",random
5186,4,"[7610, 3635, 2573, 1866]",half_random
5187,4,"[5745, 4622, 6110, 4146]",sim_dissim
5188,4,"[3467, 393, 1797, 1980]",random
5189,4,"[873, 5162, 1532, 456]",half_random
5190,4,"[4712, 3182, 181, 6804]",sim_dissim
5191,4,"[4877, 1537, 7944, 131]",random
5192,4,"[6706, 4946, 6847, 3952]",half_random
5193,4,"[1800, 1737, 5510, 4146]",sim_dissim
5194,4,"[1235, 4541, 6647, 3105]",random
5195,4,"[5400, 8086, 8320, 5561]",half_random
5196,4,"[5502, 5898, 3318, 6110]",sim_dissim
5197,4,"[8099, 1480, 7562, 1614]",random
5198,4,"[7131, 1588, 6627, 2763]",half_random
5199,4,"[6503, 543, 181, 7243]",sim_dissim
5200,4,"[4730, 4009, 1322, 3369]",random
5201,4,"[3536, 6477, 6491, 1796]",half_random
5202,4,"[5139, 852, 1791, 4514]",sim_dissim
5203,4,"[2768, 5685, 5622, 5117]",random
5204,4,"[8064, 4894, 7628, 3134]",half_random
5205,4,"[2123, 181, 5640, 3571]",sim_dissim
5206,4,"[2902, 253, 4675, 6839]",random
5207,4,"[5578, 1788, 6484, 5020]",half_random
5208,4,"[3559, 5745, 1123, 7089]",sim_dissim
5209,4,"[2930, 3470, 5365, 615]",random
5210,4,"[189, 4782, 2973, 4097]",half_random
5211,4,"[463, 4353, 3479, 1695]",sim_dissim
5212,4,"[7165, 1625, 6608, 2266]",random
5213,4,"[5818, 7821, 2046, 1258]",half_random
5214,4,"[4712, 2716, 7893, 181]",sim_dissim
5215,4,"[5662, 7240, 4358, 3686]",random
5216,4,"[533, 470, 5070, 5077]",half_random
5217,4,"[181, 5173, 1483, 2451]",sim_dissim
5218,4,"[8031, 570, 3201, 4497]",random
5219,4,"[2491, 3784, 675, 979]",half_random
5220,4,"[4912, 3318, 186, 4353]",sim_dissim
5221,4,"[5462, 3505, 5332, 1223]",random
5222,4,"[5421, 736, 5184, 1869]",half_random
5223,4,"[5447, 7349, 3715, 3243]",sim_dissim
5224,4,"[487, 6072, 8009, 3802]",random
5225,4,"[5872, 2192, 6478, 7331]",half_random
5226,4,"[692, 3715, 466, 6781]",sim_dissim
5227,4,"[6148, 5305, 7018, 4018]",random
5228,4,"[8342, 1360, 917, 5482]",half_random
5229,4,"[3325, 6180, 2156, 8389]",sim_dissim
5230,4,"[1717, 3852, 1964, 763]",random
5231,4,"[3022, 6066, 2191, 4561]",half_random
5232,4,"[1800, 543, 5502, 4024]",sim_dissim
5233,4,"[1739, 7223, 7647, 7718]",random
5234,4,"[665, 5110, 2785, 1632]",half_random
5235,4,"[2156, 4514, 3813, 886]",sim_dissim
5236,4,"[4223, 4650, 4892, 8294]",random
5237,4,"[1035, 5012, 1624, 5628]",half_random
5238,4,"[5502, 959, 6808, 6014]",sim_dissim
5239,4,"[7338, 4918, 2739, 399]",random
5240,4,"[2483, 5781, 4329, 2370]",half_random
5241,4,"[7356, 4921, 7195, 7444]",sim_dissim
5242,4,"[7071, 865, 3372, 3987]",random
5243,4,"[7699, 1386, 7878, 1213]",half_random
5244,4,"[4514, 2641, 2156, 1211]",sim_dissim
5245,4,"[7468, 4167, 7604, 6975]",random
5246,4,"[7721, 869, 5329, 2761]",half_random
5247,4,"[5564, 5326, 8297, 5447]",sim_dissim
5248,4,"[1984, 6438, 3622, 7367]",random
5249,4,"[7697, 7445, 2068, 3438]",half_random
5250,4,"[4001, 340, 5510, 1800]",sim_dissim
5251,4,"[8155, 6272, 190, 4188]",random
5252,4,"[5787, 3419, 6023, 7858]",half_random
5253,4,"[4353, 4912, 186, 3318]",sim_dissim
5254,4,"[7303, 6732, 128, 3088]",random
5255,4,"[5566, 1218, 4583, 58]",half_random
5256,4,"[1923, 6265, 4449, 6962]",sim_dissim
5257,4,"[5763, 7419, 5598, 3107]",random
5258,4,"[3796, 5073, 4571, 334]",half_random
5259,4,"[2156, 2716, 4138, 4931]",sim_dissim
5260,4,"[2783, 4836, 3382, 8232]",random
5261,4,"[5015, 517, 6898, 4730]",half_random
5262,4,"[5745, 266, 5139, 7490]",sim_dissim
5263,4,"[7575, 7797, 322, 7228]",random
5264,4,"[4361, 5160, 8082, 277]",half_random
5265,4,"[6244, 1498, 5139, 4514]",sim_dissim
5266,4,"[7197, 6265, 5201, 4366]",random
5267,4,"[7846, 709, 976, 5505]",half_random
5268,4,"[886, 2783, 6804, 7444]",sim_dissim
5269,4,"[7851, 1522, 1999, 7602]",random
5270,4,"[5762, 3799, 7743, 3321]",half_random
5271,4,"[4255, 4736, 3116, 1907]",sim_dissim
5272,4,"[6104, 5331, 5631, 8267]",random
5273,4,"[5194, 6457, 6967, 4529]",half_random
5274,4,"[2783, 6804, 886, 5139]",sim_dissim
5275,4,"[7119, 7094, 1103, 2726]",random
5276,4,"[4192, 8269, 1669, 7278]",half_random
5277,4,"[6918, 3118, 7444, 181]",sim_dissim
5278,4,"[5904, 2275, 7495, 251]",random
5279,4,"[5319, 5658, 6176, 3230]",half_random
5280,4,"[2591, 4463, 7444, 181]",sim_dissim
5281,4,"[6615, 6344, 2908, 7251]",random
5282,4,"[5559, 2135, 3887, 1554]",half_random
5283,4,"[4514, 5139, 852, 1791]",sim_dissim
5284,4,"[5394, 8086, 1141, 5814]",random
5285,4,"[8181, 7191, 7840, 2276]",half_random
5286,4,"[7849, 181, 6378, 3898]",sim_dissim
5287,4,"[677, 5819, 5785, 7779]",random
5288,4,"[4808, 2687, 6457, 4521]",half_random
5289,4,"[5630, 8150, 7444, 4921]",sim_dissim
5290,4,"[7370, 5893, 1889, 2912]",random
5291,4,"[1902, 4955, 872, 7344]",half_random
5292,4,"[4252, 3376, 4921, 3838]",sim_dissim
5293,4,"[133, 5184, 2732, 6426]",random
5294,4,"[2212, 7007, 6988, 4396]",half_random
5295,4,"[5476, 4353, 463, 3528]",sim_dissim
5296,4,"[5085, 4111, 1404, 404]",random
5297,4,"[7550, 3041, 5979, 7069]",half_random
5298,4,"[3111, 7849, 3898, 4514]",sim_dissim
5299,4,"[752, 2767, 2496, 3870]",random
5300,4,"[2787, 7037, 1650, 4484]",half_random
5301,4,"[4868, 5883, 7441, 5173]",sim_dissim
5302,4,"[2021, 6773, 3623, 3801]",random
5303,4,"[726, 8153, 4530, 133]",half_random
5304,4,"[4845, 4083, 5447, 4514]",sim_dissim
5305,4,"[5225, 4491, 8048, 1023]",random
5306,4,"[4759, 7263, 509, 6613]",half_random
5307,4,"[3318, 3528, 2722, 4259]",sim_dissim
5308,4,"[7551, 1159, 7938, 2798]",random
5309,4,"[8126, 6452, 495, 3518]",half_random
5310,4,"[2270, 7444, 4152, 78]",sim_dissim
5311,4,"[4179, 5989, 2865, 4327]",random
5312,4,"[4890, 4055, 5363, 4591]",half_random
5313,4,"[5173, 8088, 1250, 4921]",sim_dissim
5314,4,"[2575, 8137, 5213, 7726]",random
5315,4,"[6890, 1768, 1373, 5888]",half_random
5316,4,"[852, 4208, 7444, 181]",sim_dissim
5317,4,"[5434, 1955, 4977, 5501]",random
5318,4,"[2011, 3223, 8141, 980]",half_random
5319,4,"[4146, 657, 5745, 6564]",sim_dissim
5320,4,"[4085, 286, 4439, 1734]",random
5321,4,"[1554, 6261, 7903, 6282]",half_random
5322,4,"[7640, 7987, 340, 7089]",sim_dissim
5323,4,"[1221, 4254, 8175, 7224]",random
5324,4,"[3397, 6293, 3812, 7637]",half_random
5325,4,"[3715, 6619, 5173, 4684]",sim_dissim
5326,4,"[7806, 3125, 2438, 1770]",random
5327,4,"[6850, 1070, 1854, 7566]",half_random
5328,4,"[7444, 3087, 4073, 4921]",sim_dissim
5329,4,"[7458, 7130, 5475, 60]",random
5330,4,"[1366, 503, 3223, 4006]",half_random
5331,4,"[237, 5139, 7920, 5326]",sim_dissim
5332,4,"[2935, 202, 4524, 1398]",random
5333,4,"[6005, 5638, 4412, 6578]",half_random
5334,4,"[3087, 564, 4921, 4712]",sim_dissim
5335,4,"[6352, 8268, 3091, 4784]",random
5336,4,"[3224, 3838, 1150, 6797]",half_random
5337,4,"[8325, 4252, 4514, 2156]",sim_dissim
5338,4,"[6189, 870, 3322, 444]",random
5339,4,"[3731, 2634, 6093, 7825]",half_random
5340,4,"[3093, 4454, 7444, 181]",sim_dissim
5341,4,"[7863, 4785, 5560, 4939]",random
5342,4,"[1550, 2772, 2549, 236]",half_random
5343,4,"[4514, 8135, 959, 30]",sim_dissim
5344,4,"[5440, 2582, 2008, 4702]",random
5345,4,"[7936, 2006, 7613, 2159]",half_random
5346,4,"[1444, 2752, 959, 7715]",sim_dissim
5347,4,"[2263, 3559, 1030, 4165]",random
5348,4,"[1856, 6488, 7064, 1371]",half_random
5349,4,"[7808, 181, 3898, 1883]",sim_dissim
5350,4,"[5189, 6072, 6153, 991]",random
5351,4,"[6622, 5126, 2636, 6998]",half_random
5352,4,"[5260, 5447, 896, 1472]",sim_dissim
5353,4,"[2098, 5654, 7656, 5061]",random
5354,4,"[7734, 7535, 4232, 6634]",half_random
5355,4,"[4712, 1346, 4845, 3715]",sim_dissim
5356,4,"[236, 6906, 5740, 6400]",random
5357,4,"[1803, 1437, 6745, 3094]",half_random
5358,4,"[5173, 4259, 181, 7087]",sim_dissim
5359,4,"[5161, 6894, 7985, 5835]",random
5360,4,"[4270, 6976, 7506, 4291]",half_random
5361,4,"[357, 2619, 5603, 3542]",sim_dissim
5362,4,"[7844, 506, 6780, 7117]",random
5363,4,"[2371, 2747, 686, 148]",half_random
5364,4,"[7715, 2156, 2752, 1062]",sim_dissim
5365,4,"[2950, 7096, 7404, 1394]",random
5366,4,"[8249, 7629, 7886, 3060]",half_random
5367,4,"[3182, 4514, 4712, 6804]",sim_dissim
5368,4,"[1691, 4055, 2355, 5547]",random
5369,4,"[482, 5199, 7319, 2868]",half_random
5370,4,"[5502, 4259, 5728, 463]",sim_dissim
5371,4,"[1241, 3376, 413, 5381]",random
5372,4,"[1330, 1750, 1757, 2399]",half_random
5373,4,"[3542, 7444, 3974, 3559]",sim_dissim
5374,4,"[984, 956, 3244, 3419]",random
5375,4,"[2154, 7752, 1527, 1860]",half_random
5376,4,"[5502, 7664, 3559, 7089]",sim_dissim
5377,4,"[7859, 5282, 6342, 6197]",random
5378,4,"[3015, 2495, 4846, 541]",half_random
5379,4,"[7640, 7987, 7444, 5502]",sim_dissim
5380,4,"[6600, 4430, 875, 1263]",random
5381,4,"[759, 2627, 3932, 845]",half_random
5382,4,"[7441, 2156, 6014, 6808]",sim_dissim
5383,4,"[5057, 2425, 3175, 1087]",random
5384,4,"[112, 7203, 2719, 5970]",half_random
5385,4,"[543, 5502, 563, 3850]",sim_dissim
5386,4,"[7004, 145, 6598, 819]",random
5387,4,"[1191, 6327, 3578, 998]",half_random
5388,4,"[3554, 5640, 4874, 1250]",sim_dissim
5389,4,"[6475, 7853, 1111, 1802]",random
5390,4,"[638, 8003, 243, 3781]",half_random
5391,4,"[5502, 5968, 5173, 186]",sim_dissim
5392,4,"[4069, 1960, 4737, 4200]",random
5393,4,"[1417, 5098, 795, 3942]",half_random
5394,4,"[4254, 5588, 7931, 2156]",sim_dissim
5395,4,"[1079, 7309, 2398, 4518]",random
5396,4,"[2207, 1669, 2699, 5234]",half_random
5397,4,"[3715, 7750, 959, 1444]",sim_dissim
5398,4,"[5222, 3090, 7713, 7687]",random
5399,4,"[6041, 4793, 7289, 7770]",half_random
5400,4,"[4845, 4874, 4083, 5447]",sim_dissim
5401,4,"[3144, 2409, 3602, 7153]",random
5402,4,"[2140, 3595, 4071, 2389]",half_random
5403,4,"[4353, 5173, 4696, 5968]",sim_dissim
5404,4,"[6534, 1009, 6774, 6658]",random
5405,4,"[1771, 1492, 334, 7428]",half_random
5406,4,"[3838, 1211, 4514, 3376]",sim_dissim
5407,4,"[4156, 1369, 3604, 4389]",random
5408,4,"[4385, 7981, 112, 658]",half_random
5409,4,"[1737, 543, 2087, 7243]",sim_dissim
5410,4,"[8276, 2915, 5990, 521]",random
5411,4,"[4306, 1654, 1586, 6611]",half_random
5412,4,"[1123, 5310, 2156, 5502]",sim_dissim
5413,4,"[8229, 410, 6893, 7383]",random
5414,4,"[4103, 4508, 5230, 8241]",half_random
5415,4,"[2156, 2785, 3087, 4254]",sim_dissim
5416,4,"[4789, 3690, 1545, 2967]",random
5417,4,"[7724, 5737, 7683, 3011]",half_random
5418,4,"[7444, 5924, 5936, 5326]",sim_dissim
5419,4,"[2833, 1692, 5691, 6815]",random
5420,4,"[3252, 1322, 6111, 6989]",half_random
5421,4,"[4514, 3110, 7444, 4222]",sim_dissim
5422,4,"[4473, 2040, 7067, 1173]",random
5423,4,"[6733, 487, 214, 275]",half_random
5424,4,"[181, 7222, 2156, 1547]",sim_dissim
5425,4,"[431, 3794, 4996, 4120]",random
5426,4,"[7760, 1925, 2137, 6678]",half_random
5427,4,"[7089, 5502, 7985, 271]",sim_dissim
5428,4,"[4873, 25, 2675, 2122]",random
5429,4,"[6679, 1462, 4363, 833]",half_random
5430,4,"[7745, 1758, 3669, 1843]",sim_dissim
5431,4,"[5439, 1904, 5517, 551]",random
5432,4,"[3736, 5013, 6945, 2886]",half_random
5433,4,"[4323, 1211, 3325, 2156]",sim_dissim
5434,4,"[1259, 1834, 4130, 2436]",random
5435,4,"[6884, 4840, 678, 4074]",half_random
5436,4,"[3463, 2156, 4238, 4921]",sim_dissim
5437,4,"[4939, 4816, 7741, 968]",random
5438,4,"[6034, 188, 6759, 571]",half_random
5439,4,"[5602, 2095, 5302, 5883]",sim_dissim
5440,4,"[6970, 7688, 4600, 7178]",random
5441,4,"[1412, 758, 3493, 2230]",half_random
5442,4,"[8088, 1250, 7444, 181]",sim_dissim
5443,4,"[7661, 1243, 7632, 948]",random
5444,4,"[6617, 1373, 186, 8178]",half_random
5445,4,"[4931, 7893, 959, 3093]",sim_dissim
5446,4,"[1374, 6444, 1030, 3832]",random
5447,4,"[4985, 6274, 4359, 7454]",half_random
5448,4,"[7444, 5763, 4927, 5745]",sim_dissim
5449,4,"[2194, 4581, 391, 3545]",random
5450,4,"[4248, 4035, 5682, 6627]",half_random
5451,4,"[2752, 7750, 1547, 2156]",sim_dissim
5452,4,"[7933, 1344, 4336, 7569]",random
5453,4,"[3663, 7295, 6718, 1409]",half_random
5454,4,"[7544, 2156, 447, 5728]",sim_dissim
5455,4,"[5002, 3015, 1952, 6052]",random
5456,4,"[6718, 3804, 7682, 1430]",half_random
5457,4,"[1758, 2401, 2299, 7444]",sim_dissim
5458,4,"[1503, 4152, 2414, 5736]",random
5459,4,"[1916, 8023, 8070, 2841]",half_random
5460,4,"[5745, 8135, 2156, 1638]",sim_dissim
5461,4,"[7516, 5137, 7870, 3590]",random
5462,4,"[4080, 4644, 3257, 5260]",half_random
5463,4,"[896, 5502, 7750, 2156]",sim_dissim
5464,4,"[1281, 546, 3778, 100]",random
5465,4,"[8079, 2871, 2235, 870]",half_random
5466,4,"[2270, 2008, 669, 297]",sim_dissim
5467,4,"[4, 4284, 8223, 4883]",random
5468,4,"[3384, 3552, 4531, 4015]",half_random
5469,4,"[6037, 181, 6970, 1843]",sim_dissim
5470,4,"[5118, 4895, 574, 3619]",random
5471,4,"[752, 763, 2539, 393]",half_random
5472,4,"[2123, 5447, 6244, 5326]",sim_dissim
5473,4,"[916, 1977, 1813, 4033]",random
5474,4,"[2905, 1591, 5759, 21]",half_random
5475,4,"[2842, 4467, 4255, 2156]",sim_dissim
5476,4,"[7724, 1393, 3043, 7693]",random
5477,4,"[4592, 1227, 4253, 4200]",half_random
5478,4,"[2156, 6970, 1758, 1592]",sim_dissim
5479,4,"[6682, 4818, 3535, 3413]",random
5480,4,"[6753, 779, 6417, 6281]",half_random
5481,4,"[3715, 959, 1883, 6378]",sim_dissim
5482,4,"[7358, 3401, 3916, 7082]",random
5483,4,"[2297, 817, 2320, 7933]",half_random
5484,4,"[3147, 6389, 5139, 5036]",sim_dissim
5485,4,"[7809, 3365, 5345, 3212]",random
5486,4,"[3349, 5260, 3601, 7671]",half_random
5487,4,"[4927, 340, 5763, 2945]",sim_dissim
5488,4,"[5851, 7591, 7373, 764]",random
5489,4,"[5020, 4700, 2220, 4993]",half_random
5490,4,"[3669, 2156, 2401, 5502]",sim_dissim
5491,4,"[3055, 2078, 5910, 7883]",random
5492,4,"[2979, 969, 620, 5688]",half_random
5493,4,"[7622, 181, 7349, 5447]",sim_dissim
5494,4,"[2659, 2102, 3479, 8290]",random
5495,4,"[1562, 4930, 1142, 4377]",half_random
5496,4,"[181, 4736, 2156, 306]",sim_dissim
5497,4,"[5037, 5564, 5524, 4851]",random
5498,4,"[2160, 4505, 4235, 2532]",half_random
5499,4,"[4845, 5924, 2783, 5447]",sim_dissim
5500,4,"[3492, 417, 2772, 6694]",random
5501,4,"[6551, 117, 4031, 1366]",half_random
5502,4,"[959, 3715, 3093, 1417]",sim_dissim
5503,4,"[6656, 8097, 2628, 6529]",random
5504,4,"[1625, 6627, 3552, 4927]",half_random
5505,4,"[2783, 2461, 3496, 8212]",sim_dissim
5506,4,"[6547, 3545, 2843, 5957]",random
5507,4,"[3776, 669, 3383, 922]",half_random
5508,4,"[959, 30, 2477, 3715]",sim_dissim
5509,4,"[1483, 1291, 2502, 1536]",random
5510,4,"[6509, 6165, 8191, 7492]",half_random
5511,4,"[4222, 5173, 4514, 8088]",sim_dissim
5512,4,"[879, 668, 1501, 2379]",random
5513,4,"[1458, 1342, 7738, 3172]",half_random
5514,4,"[5173, 7544, 5502, 6528]",sim_dissim
5515,4,"[4091, 6045, 4205, 4757]",random
5516,4,"[1958, 670, 7425, 3169]",half_random
5517,4,"[5503, 2156, 137, 181]",sim_dissim
5518,4,"[6723, 2239, 7244, 1400]",random
5519,4,"[990, 1254, 6201, 6193]",half_random
5520,4,"[137, 693, 4255, 4712]",sim_dissim
5521,4,"[3643, 2933, 5910, 4988]",random
5522,4,"[7595, 5839, 3914, 409]",half_random
5523,4,"[7441, 2156, 1373, 266]",sim_dissim
5524,4,"[5708, 4738, 5901, 6376]",random
5525,4,"[3409, 7456, 7378, 2763]",half_random
5526,4,"[7893, 181, 959, 3093]",sim_dissim
5527,4,"[2416, 5533, 3965, 2867]",random
5528,4,"[2884, 7177, 7468, 2283]",half_random
5529,4,"[181, 3110, 1678, 959]",sim_dissim
5530,4,"[3826, 3723, 7654, 6573]",random
5531,4,"[2982, 5968, 5639, 2061]",half_random
5532,4,"[5326, 7349, 1443, 2156]",sim_dissim
5533,4,"[6975, 617, 7633, 4037]",random
5534,4,"[5587, 96, 4629, 4610]",half_random
5535,4,"[2461, 4712, 3496, 4514]",sim_dissim
5536,4,"[5170, 6729, 8314, 1954]",random
5537,4,"[4268, 4988, 7037, 7987]",half_random
5538,4,"[5502, 7444, 7664, 7640]",sim_dissim
5539,4,"[4376, 595, 6067, 7410]",random
5540,4,"[6365, 5895, 4284, 4026]",half_random
5541,4,"[8389, 2156, 447, 4259]",sim_dissim
5542,4,"[2236, 2239, 3644, 463]",random
5543,4,"[3031, 7361, 4552, 6967]",half_random
5544,4,"[181, 237, 4029, 5139]",sim_dissim
5545,4,"[132, 5447, 5817, 5522]",random
5546,4,"[5492, 3006, 5079, 4265]",half_random
5547,4,"[5510, 1737, 7110, 543]",sim_dissim
5548,4,"[8395, 4976, 4477, 4364]",random
5549,4,"[8370, 2102, 675, 2608]",half_random
5550,4,"[3110, 1213, 959, 181]",sim_dissim
5551,4,"[1975, 308, 6886, 760]",random
5552,4,"[6026, 7910, 2136, 5672]",half_random
5553,4,"[3325, 2641, 7975, 4146]",sim_dissim
5554,4,"[2022, 4815, 6729, 878]",random
5555,4,"[8370, 1799, 2312, 5481]",half_random
5556,4,"[2752, 7444, 7503, 8150]",sim_dissim
5557,4,"[1429, 1239, 1034, 382]",random
5558,4,"[1954, 1573, 1720, 113]",half_random
5559,4,"[3768, 5335, 3325, 669]",sim_dissim
5560,4,"[390, 7727, 254, 4318]",random
5561,4,"[6908, 6062, 3267, 8061]",half_random
5562,4,"[8316, 3898, 1472, 7195]",sim_dissim
5563,4,"[7793, 6167, 2001, 7629]",random
5564,4,"[2713, 7971, 7887, 4126]",half_random
5565,4,"[5640, 2149, 3914, 1866]",sim_dissim
5566,4,"[1661, 2683, 2636, 3477]",random
5567,4,"[31, 4738, 298, 1372]",half_random
5568,4,"[4138, 2156, 3715, 2716]",sim_dissim
5569,4,"[8091, 6301, 4994, 3216]",random
5570,4,"[163, 2812, 1072, 6387]",half_random
5571,4,"[220, 181, 7444, 8135]",sim_dissim
5572,4,"[7779, 3156, 2535, 7362]",random
5573,4,"[5982, 1118, 7146, 1147]",half_random
5574,4,"[7243, 3542, 5603, 3613]",sim_dissim
5575,4,"[6556, 5249, 3986, 359]",random
5576,4,"[7590, 3132, 6571, 237]",half_random
5577,4,"[4927, 7664, 7089, 5502]",sim_dissim
5578,4,"[1345, 3306, 5159, 3911]",random
5579,4,"[7761, 372, 1983, 4580]",half_random
5580,4,"[78, 8212, 2270, 4152]",sim_dissim
5581,4,"[3151, 6818, 5020, 3640]",random
5582,4,"[7170, 5041, 3853, 2590]",half_random
5583,4,"[5139, 1346, 4606, 4514]",sim_dissim
5584,4,"[1127, 3660, 7483, 5955]",random
5585,4,"[7221, 5057, 8182, 6450]",half_random
5586,4,"[181, 2156, 4467, 2842]",sim_dissim
5587,4,"[6662, 3916, 3067, 2851]",random
5588,4,"[8131, 8254, 4805, 7494]",half_random
5589,4,"[8135, 30, 7441, 2156]",sim_dissim
5590,4,"[5102, 1563, 6651, 631]",random
5591,4,"[5720, 1579, 6777, 7729]",half_random
5592,4,"[1678, 4463, 4874, 2156]",sim_dissim
5593,4,"[1385, 1197, 5120, 8016]",random
5594,4,"[4356, 4991, 4872, 6966]",half_random
5595,4,"[3613, 5745, 7664, 7640]",sim_dissim
5596,4,"[5778, 2488, 3160, 4120]",random
5597,4,"[6636, 3698, 694, 4373]",half_random
5598,4,"[2783, 7444, 5818, 3496]",sim_dissim
5599,4,"[536, 5358, 3382, 1867]",random
5600,4,"[2335, 8075, 5967, 4999]",half_random
5601,4,"[1945, 1043, 5603, 5745]",sim_dissim
5602,4,"[7807, 4751, 5184, 2783]",random
5603,4,"[147, 4321, 489, 750]",half_random
5604,4,"[6660, 4255, 7444, 3987]",sim_dissim
5605,4,"[622, 3311, 8002, 7937]",random
5606,4,"[52, 5446, 4084, 7844]",half_random
5607,4,"[5502, 7444, 7745, 1592]",sim_dissim
5608,4,"[7159, 3937, 7523, 6846]",random
5609,4,"[1649, 2661, 1881, 1566]",half_random
5610,4,"[2156, 6660, 2759, 4921]",sim_dissim
5611,4,"[281, 3937, 597, 6885]",random
5612,4,"[125, 5771, 4351, 6461]",half_random
5613,4,"[4912, 2270, 2156, 2013]",sim_dissim
5614,4,"[1923, 6889, 5487, 1189]",random
5615,4,"[8048, 3975, 3513, 7493]",half_random
5616,4,"[1250, 4874, 3110, 959]",sim_dissim
5617,4,"[7113, 6234, 750, 8148]",random
5618,4,"[8302, 7513, 4023, 1744]",half_random
5619,4,"[4514, 4712, 3496, 5036]",sim_dissim
5620,4,"[2986, 6578, 4763, 5637]",random
5621,4,"[1554, 5824, 3033, 5575]",half_random
5622,4,"[3093, 4454, 959, 5502]",sim_dissim
5623,4,"[3575, 4511, 518, 3446]",random
5624,4,"[3699, 3935, 7810, 335]",half_random
5625,4,"[4255, 271, 4146, 7337]",sim_dissim
5626,4,"[4639, 2585, 8226, 1501]",random
5627,4,"[7829, 4528, 3294, 3249]",half_random
5628,4,"[2156, 583, 5502, 3470]",sim_dissim
5629,4,"[7882, 2351, 5985, 425]",random
5630,4,"[5266, 5908, 5139, 3815]",half_random
5631,4,"[3613, 7640, 3974, 3542]",sim_dissim
5632,4,"[5055, 292, 4603, 7960]",random
5633,4,"[4887, 4814, 908, 360]",half_random
5634,4,"[4353, 5476, 3318, 6528]",sim_dissim
5635,4,"[3925, 6623, 4305, 8002]",random
5636,4,"[5113, 1121, 8379, 5299]",half_random
5637,4,"[5139, 7752, 5450, 4874]",sim_dissim
